know behind ukraine free rich advanced west cant win stupid keep fighting get killed ukraine ukrainerussiawar warinukraine russiaukrainewar russiaisaterroriststate russians russia ukrainewar bachmut, {'neg': 0.267, 'neu': 0.424, 'pos': 0.309, 'compound': 0.1541}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
russias military hit ukrainian cities including capital kyiv largest drone swarm attack months eve russias victory day holiday commemorating defeat nazi germany 1945, {'neg': 0.212, 'neu': 0.694, 'pos': 0.094, 'compound': -0.5267}, {'Happy': 0.33, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.33};
head russias wagner group beginning get needed ammunition ukrainerussiawar ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
russians make mind please unite resist putin children russia ukraine russia putin nowar stopwar, {'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
nato air units high alert near miss russian polish aircraft russian nato aircraft several dangerous encounters dave decamp russia poland nato ukraine blacksea romania, {'neg': 0.168, 'neu': 0.753, 'pos': 0.079, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
garbage garbage player needs divide destabilise control nations willing worldwide army gullible delusional sad indictment intelligence evolution human species russia usa maga qanon fascism, {'neg': 0.189, 'neu': 0.707, 'pos': 0.104, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
great works performed strength perseverance samuel johnson russia militaryaircraft war soldier usmissile follow, {'neg': 0.184, 'neu': 0.472, 'pos': 0.344, 'compound': 0.5267}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
fierce battle bakhmut russia must retreat brutal attacks us ukraine russia ukraine britain america trump, {'neg': 0.429, 'neu': 0.491, 'pos': 0.08, 'compound': -0.8316}, {'Happy': 0.0, 'Angry': 0.67, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.0};
heroine life victim nora ephron ussronaldregan unitedstatesarmy russia hypersonic milsim indiannavy, {'neg': 0.142, 'neu': 0.608, 'pos': 0.25, 'compound': 0.3818}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russians make mind please unite resist putin children russia ukraine russia putin nowar stopwar, {'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
alex jones without platform lawfare abolishthebar endthefed learntocode 5thgenerationwar ccp trump rfkjr bankingcrisis supplychains invasion impeachjoebiden electionintegrity schoolboards woke ukraine russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
soldiers generally win battles generals get credit ~ napoleon bonaparte usmilitarysize russia korea tacticalgear glock soldiers, {'neg': 0.124, 'neu': 0.571, 'pos': 0.305, 'compound': 0.5859}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
kyiv russia actively preparing ukrainian counteroffensive ukraine, {'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
🔥now ! breaking news 🇮🇱 secondary explosion following israeli airstrikes gaza strip short time ago gaza israel israil russia ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
four killed russian air attacks ahead victory day ukraine ukraine russia victoryday ukrainerussiawar, {'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.8126}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
droneattack kremlinstrike lied ukraine deep droneraids inside russia falseflag pretty & stupid bad combination anchor see nytimes nov22 deep drone attack assassinated reporters daughter car bomb moscow bombed st petersberg cafe kill another reporter russia attacked kremlin huuge little drone could hurt ? remember fdr launched doolittle raid shangrila japan, {'neg': 0.384, 'neu': 0.548, 'pos': 0.068, 'compound': -0.9717}, {'Happy': 0.14, 'Angry': 0.0, 'Surprise': 0.43, 'Sad': 0.14, 'Fear': 0.29};
deadly attack ukrainian special forces kill hundreds russian troops close combat near bakhmut russia ukraine britain america trump, {'neg': 0.379, 'neu': 0.52, 'pos': 0.1, 'compound': -0.8176}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.6, 'Sad': 0.0, 'Fear': 0.2};
putin one president guest victoryday parade russia ukraine ukrainerussiawar, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
ferocious battle bakhmut putins forces come close encircling city ཨརའི་རླུངའཕྲིན russia ukraine britain america trump, {'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.4588}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.5};
adipurushtrailer also launch usa australianewzealand singaporesrilanka japan europerussia egypt entertainmentnews adipurushtraileronmay9th prabhas kritisanon sunnysingh devdattanage ramayana story adipurushonjune16th, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia evacuates 1600 zaporizhzhia nuclear plant town ukraine ukrainerussiawar, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
ukraine cities hit russia evacuates civilians amid victoryday security fears ukrainerussiawar, {'neg': 0.197, 'neu': 0.634, 'pos': 0.169, 'compound': -0.1027}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
russians make mind please unite resist putin children russia ukraine russia putin nowar stopwar, {'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
nato great new idea lets start war china ! warsawpact billclinton communism money yugoslavia uranium djokovic libya gaddafi neocons hillaryclinton obama ukraine victorianuland russia seymourhersh japan taiwan, {'neg': 0.121, 'neu': 0.743, 'pos': 0.136, 'compound': 0.126}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.0};
world right 🍄🍄 nato covid19 ukraine russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
wwii began handshake germans russians corpse poland russians able defeat germans thanks massive material aid us uk day russian disgrace victoryday russia, {'neg': 0.321, 'neu': 0.584, 'pos': 0.094, 'compound': -0.7906}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.0};
ukraines plan gets new tanks ukraine russia ukrainewar video emergingmarkets, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
🇷🇺🇵🇱 comments needed happy 78th anniversary victory great patriotic war lest forget heroes time russia ussr ww2 victory victoryday history freedom, {'neg': 0.161, 'neu': 0.416, 'pos': 0.424, 'compound': 0.8885}, {'Happy': 0.5, 'Angry': 0.25, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.25};
russia ukraine russiaukraine war glance know day 440 invasion red cross warehouse containing aid destroyed russian missile attack odesa five wounded moscows wave strikes kyiv russian missile strike, {'neg': 0.382, 'neu': 0.618, 'pos': 0.0, 'compound': -0.9217}, {'Happy': 0.12, 'Angry': 0.38, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.25};
🔥now ! breaking news 🇮🇱 secondary explosion following israeli airstrikes gaza strip short time ago gaza israel israil russia ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
trump nonstop liar destroyed e jean carrolls reputation jury hears germany russia ukraine war, {'neg': 0.51, 'neu': 0.49, 'pos': 0.0, 'compound': -0.886}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
chinarussia space cooperation strategic military diplomatic economic implications growing relationship, {'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia aspiring todays nazi germany, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
sebaceous cyst removal head ukraine ukrainecounteroffensive ukraina russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
pow 💥 boom 💥 jesusgodswarriors america 🇺🇸 goodvibes surfing biking horses boating nato russians russia china ukrainians america putin twitter god jesus love peace harmony elonmusk america surf monday mondayvibes onelove chooseright letitgo liveright beach lovelife rebukeevil lovejesus lovegod trending truth truthsocial twitter trump bible prayer malibu ❤️ 🇺🇸, {'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.93}, {'Happy': 0.14, 'Angry': 0.0, 'Surprise': 0.43, 'Sad': 0.43, 'Fear': 0.0};
russia propping nra funneling money though gop candidates time enforcing strict gun laws home tells everything need know harm guns cause country modern cold war theyre winning, {'neg': 0.3, 'neu': 0.606, 'pos': 0.094, 'compound': -0.7579}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
us try facilitate talks following ukraines offensives anticipated gains aim ukraine regain important territory south development could interpreted success even russia retains chunks territory forces occupied, {'neg': 0.057, 'neu': 0.694, 'pos': 0.249, 'compound': 0.7269}, {'Happy': 0.43, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.29, 'Fear': 0.29};
group ability demonstrate much political influence outside russia china especially considering concern national interest closest executive, {'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6486}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.33, 'Fear': 0.17};
china unlikely viewed honest broker given ties russia increasingly becoming tighter points harsh v pant, {'neg': 0.159, 'neu': 0.659, 'pos': 0.181, 'compound': 0.1027}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.4, 'Sad': 0.4, 'Fear': 0.2};
boom 💥 praisegod godswarriors america 🇺🇸 goodvibes surfing biking horses boating nato russians russia china ukrainians america putin twitter god jesus love peace harmony elonmusk america surf monday mondayvibes onelove chooseright letitgo liveright beach lovelife rebukeevil lovejesus lovegod trending truth truthsocial twitter trump bible prayer malibu ❤️ 🇺🇸, {'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.93}, {'Happy': 0.14, 'Angry': 0.0, 'Surprise': 0.43, 'Sad': 0.43, 'Fear': 0.0};
russia preparing evacuate 3100 staff members around zaporizhzhia npp ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
nato air units high alert near miss russian polish aircraft russian nato aircraft several dangerous encounters dave decamp russia poland nato ukraine blacksea romania, {'neg': 0.168, 'neu': 0.753, 'pos': 0.079, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
day 439 monday may 8 russias war ukraine news information ukraine via ukrainenews news war kyiv drones missiles russia, {'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.8316}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
wildfires novosibirsk oblast russia images taken sentinel2 may 8 2023 data processed siberia wildfires, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
boom 💥 ride beautiful horse go cowgirl 😎 godswarriors america 🇺🇸 goodvibes surfing biking horses boating nato russians russia china ukrainians america putin twitter god jesus love peace harmony elonmusk america surf monday mondayvibes onelove chooseright letitgo liveright beach lovelife rebukeevil lovejesus lovegod trending truth truthsocial twitter trump bible prayer malibu ❤️ 🇺🇸, {'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9565}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.38, 'Sad': 0.38, 'Fear': 0.0};
real practical way end war ukraine ? proposal russia ukraine america china involved parties reject answer nft peace solution war ukriane ukrainerussiawar russia, {'neg': 0.3, 'neu': 0.457, 'pos': 0.243, 'compound': -0.4588}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
russia soldiers cowards putin dont obey throw away weapons go home eat hot dinner whole family stay close family lover worried protagonists russia family putin ukraine беларусь belarus, {'neg': 0.15, 'neu': 0.737, 'pos': 0.112, 'compound': -0.0772}, {'Happy': 0.1, 'Angry': 0.2, 'Surprise': 0.3, 'Sad': 0.3, 'Fear': 0.1};
giving everything deliver something victory day russias exhausted flaccid manifestation offensive reserve force resulted gains could ranged throwing potato russiaislosing ukrainewillwin ukraine russiaisajoke bakhmut, {'neg': 0.182, 'neu': 0.66, 'pos': 0.158, 'compound': -0.1779}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.6};
meeting ioc president thomas bach saturday chinese premier liqiang expressed beijings willingness stop politicisation sports find olympics china russia belarus ukrainewar, {'neg': 0.094, 'neu': 0.815, 'pos': 0.09, 'compound': -0.0258}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
boom 💥 👍😎 godswarriors america 🇺🇸 goodvibes surfing biking horses boating nato russians russia china ukrainians america putin twitter god jesus love peace harmony elonmusk america surf monday mondayvibes onelove chooseright letitgo liveright beach lovelife rebukeevil lovejesus lovegod trending truth truthsocial twitter trump bible prayer malibu ❤️ 🇺🇸, {'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.93}, {'Happy': 0.14, 'Angry': 0.0, 'Surprise': 0.43, 'Sad': 0.43, 'Fear': 0.0};
godswarriors america 🇺🇸 goodvibes surfing biking horses boating nato russians russia china ukrainians america putin twitter god jesus love peace harmony elonmusk america surf monday mondayvibes onelove chooseright letitgo liveright beach lovelife rebukeevil lovejesus lovegod trending truth truthsocial twitter trump bible prayer malibu ❤️ 🇺🇸, {'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.93}, {'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.5, 'Fear': 0.0};
boom 💥 👍😎 godswarriors america 🇺🇸 goodvibes surfing biking horses boating nato russians russia china ukrainians america putin twitter god jesus love peace harmony elonmusk america surf monday mondayvibes onelove chooseright letitgo liveright beach lovelife rebukeevil lovejesus lovegod trending truth truthsocial twitter trump bible prayer malibu ❤️ 🇺🇸, {'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.93}, {'Happy': 0.14, 'Angry': 0.0, 'Surprise': 0.43, 'Sad': 0.43, 'Fear': 0.0};
russias 1940 illegal conquest baltics consequences hasnt russiaisaterroriststate russianwarcrimes, {'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
accurate works vog grenade artillerymen atgm crew help drone bakhmut canada usa 우크라이나 russia, {'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
ccpchina covid coverup militarization constructed military bases islands se asian sea unlimited friendship russia eve invasion ukraine military threats toward taiwan extermination uighurs etc xi meditate deeply wont, {'neg': 0.088, 'neu': 0.82, 'pos': 0.091, 'compound': 0.0258}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.33};
wtf wtf wtf russia, {'neg': 0.919, 'neu': 0.081, 'pos': 0.0, 'compound': -0.9081}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
willingness encourage negotiations seek role china talks represents shift western thinking particularly us highly skeptical involvement beijing given chinas longstanding support russia, {'neg': 0.099, 'neu': 0.622, 'pos': 0.28, 'compound': 0.642}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
us european officials said believe ukraines planned spring offensive could pave way negotiations kyiv moscow end year china could help bring russia table, {'neg': 0.112, 'neu': 0.787, 'pos': 0.101, 'compound': -0.0772}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.67, 'Fear': 0.0};
threat remember russia germany started wwii together allies russia clear threat 2023 along china iran others eu get facts right 😉, {'neg': 0.258, 'neu': 0.644, 'pos': 0.098, 'compound': -0.6369}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
russia missile strike kill 200 nato officers ukraine bunker nyt media douglasmacgregor gordonduff larryromanoff, {'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.7351}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
crisis russia russiaisaterroriststate losing putin frightened wont even go red square day persononly video, {'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.8625}, {'Happy': 0.17, 'Angry': 0.17, 'Surprise': 0.0, 'Sad': 0.17, 'Fear': 0.5};
russia spectacularly betrayed ukraine betrayal remains betrayal, {'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.9118}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
discussion covid coverup militarization constructed military bases islands se asian sea unlimited friendship russia eve invasion ukraine military threats toward taiwan extermination uighurs xi meditate deeply, {'neg': 0.094, 'neu': 0.808, 'pos': 0.098, 'compound': 0.0258}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.33};
day439 russia hold victoryday parade amid tight security drone attacks victory day may 9th major public holiday russia putin make speech redsquare patriarch says russia must strong resist attack ukraine ukrainewar, {'neg': 0.149, 'neu': 0.644, 'pos': 0.208, 'compound': 0.34}, {'Happy': 0.4, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.4, 'Fear': 0.2};
ukrainerussia putin russian war crimescrimes humanity may 8 11 missile strikes 59 air strikes 76 rocket salvo systems attacks civilians suffered private residential buildingscivilian infrastructure destroyeddamaged ukraine armed forces general staff8 may, {'neg': 0.366, 'neu': 0.634, 'pos': 0.0, 'compound': -0.9325}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.4, 'Sad': 0.2, 'Fear': 0.4};
enemies russia morning start coffee general surovikin, {'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
correcting russian propaganda narrative russia ww2 long overdue stalin kruschev confirmed without aid received greatbritain usa would utterly defeated ukraine may9th internationalukraineday, {'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.659}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.67};
ukrainerussiawar eu preparing sanctions countries help aid abet russia evade penalties potentially hitting china sanctions necessary putin national security threat incl people russians, {'neg': 0.119, 'neu': 0.702, 'pos': 0.179, 'compound': 0.1779}, {'Happy': 0.25, 'Angry': 0.25, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
electricity prices rising unsw russia ukraine australia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
ships inspected sunday monday deal allowing safe black sea export ukraine grain un ainvest ainvest_wire kyiv ukrainerussiawar russia view, {'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
🚨breaking hasbulla arrested dagestan 📍dagestan / russia wedding celebration got hand hasbulla & friends reportedly arrested due careless driving freehasbulla, {'neg': 0.311, 'neu': 0.464, 'pos': 0.225, 'compound': -0.34}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
deputy secretary sherman talks eu external action chief sannino russia ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia strikes even redcross humanitarianaid yet another example fact participants victory day parades nothing terrorist scum nazis become nazis 2020s 🤷‍♂️ please make make sense 🤦‍♂️, {'neg': 0.079, 'neu': 0.729, 'pos': 0.191, 'compound': 0.5481}, {'Happy': 0.17, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.5, 'Fear': 0.17};
security concerns lead scaled victoryday celebrations russia listen, {'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
fierce fighting near bakhmut russia ukraine britain america trump, {'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.0};
ukraine counteroffensive russia russiaislosing 07 may fear set russians dress civilians run away front, {'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
today celebrate freedom honor russia memory soviet union ussr fought fascism nazism racism apartheid hate armies liberate humanity evils inhumanity ~felix victoryday2023 4welovefreedom, {'neg': 0.337, 'neu': 0.391, 'pos': 0.271, 'compound': -0.4019}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.25};
horrible ! ! ukrainian troops kill 540 russian soldiers heavy fighting bakhmut frontline russia ukraine britain america trump, {'neg': 0.465, 'neu': 0.535, 'pos': 0.0, 'compound': -0.9059}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.4, 'Sad': 0.4, 'Fear': 0.2};
12b ahead aid expected military offensive providing russia spring ukraine us providing ukraine $ 12b military aid ahead expected spring offensive russia united states planning, {'neg': 0.201, 'neu': 0.705, 'pos': 0.094, 'compound': -0.4939}, {'Happy': 0.29, 'Angry': 0.0, 'Surprise': 0.29, 'Sad': 0.43, 'Fear': 0.0};
12b ahead aid expected military offensive providing russia spring ukraine us providing ukraine $ 12b military aid ahead expected spring offensive russia united states planning, {'neg': 0.201, 'neu': 0.705, 'pos': 0.094, 'compound': -0.4939}, {'Happy': 0.29, 'Angry': 0.0, 'Surprise': 0.29, 'Sad': 0.43, 'Fear': 0.0};
cost willing serf us neoconnato imperial game lithuanias people pay imperial trappings incl luxury cars esp bought natosummit despite current dire straits 1 5 lithuanians natous contribute dime russia ukraine, {'neg': 0.047, 'neu': 0.87, 'pos': 0.083, 'compound': 0.2686}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
sure ukraine waiting terms counteroffensive russia keep waiting, {'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
war important left generals  georges clémenceau nato russia russiannavy love russianmissile usvsrussia, {'neg': 0.206, 'neu': 0.476, 'pos': 0.317, 'compound': 0.2732}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
brutal attack battle bakhmuts rampage russian tanks attacked destroyed russia ukraine britain america trump, {'neg': 0.64, 'neu': 0.36, 'pos': 0.0, 'compound': -0.9432}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
today waging invasive war 💥 ua sovereign neighboring country aspires respect borders fullfree independence russia deliberately turned back european neighbors preferring conflict peace sad historical turn, {'neg': 0.259, 'neu': 0.557, 'pos': 0.184, 'compound': -0.4019}, {'Happy': 0.29, 'Angry': 0.0, 'Surprise': 0.29, 'Sad': 0.43, 'Fear': 0.0};
russia hold victory day parade amid tight security drone, {'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
two ukrainian fighters vs russian assault part 1 heroic combat gopro footage russoukrainian war russia ukraine britain america trump, {'neg': 0.405, 'neu': 0.466, 'pos': 0.129, 'compound': -0.7717}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
ukrainerussia 🇺🇦🇷🇺 : 🇺🇦ukraine received 🇷🇴romanianmade 122mm apr40 mlrs least four apr40s seen photo probably delivered 🇭🇷croatia also recently delivered 128mm raksa12 mrls apr40 based soviet bm21 grad uses dac 15215 dfaeg 5t 6x6 chassis addition 🇭🇷croatia also arsenals 🇷🇴romania 🇲🇩moldova bosnia herzegovina, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
allegedly russia evacuated 18 towns recently evacuating personnel nuclear power plant allegedly russia wired plant loading full explosives 💥obviously cant personally verify im typing hes saying stream ukraine russia zaporizhzhia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.4, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.4};
putin fragmented military tale internal rivalries intentional mismanagement ukraine russia ukrainewar video modernwarfare wagner one many defense minister theres conflict interests mess, {'neg': 0.183, 'neu': 0.684, 'pos': 0.133, 'compound': -0.3182}, {'Happy': 0.25, 'Angry': 0.25, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.25};
